search v2: odd=True, N_CAP=1.00e+24, DELTA_MAX=1.0e+07, MIN_DEPTH=6
SPF shard: smallest prime factor = 3
P2 sub-shard: second prime factor = 5
P3 sub-sub-shard: third prime factor = 13
progress: nodes=10,000,000 tested=150 found=0 n=29838362604353652375 elapsed=23s
progress: nodes=20,000,000 tested=150 found=0 n=62740802650628685375 elapsed=63s
progress: nodes=30,000,000 tested=150 found=0 n=472335307161983727535125 elapsed=86s
progress: nodes=40,000,000 tested=150 found=0 n=911106249186495375 elapsed=125s
progress: nodes=50,000,000 tested=242 found=0 n=31633390028555040375 elapsed=151s
progress: nodes=60,000,000 tested=242 found=0 n=389132390351264773282875 elapsed=175s
progress: nodes=70,000,000 tested=297 found=0 n=16048450461718510875 elapsed=198s
progress: nodes=80,000,000 tested=323 found=0 n=4752736026224779125 elapsed=215s
progress: nodes=90,000,000 tested=343 found=0 n=57978754146879284584125 elapsed=215s
progress: nodes=100,000,000 tested=386 found=0 n=18704986510492606852125 elapsed=216s
progress: nodes=110,000,000 tested=423 found=0 n=983786075267889891567375 elapsed=216s
progress: nodes=120,000,000 tested=423 found=0 n=876803695176124203535125 elapsed=217s
progress: nodes=130,000,000 tested=423 found=0 n=933609083174731414049625 elapsed=217s
progress: nodes=140,000,000 tested=423 found=0 n=997360361111416536043875 elapsed=218s
progress: nodes=150,000,000 tested=423 found=0 n=929607558278947202640375 elapsed=218s
progress: nodes=160,000,000 tested=423 found=0 n=994110674699220163882875 elapsed=219s
progress: nodes=170,000,000 tested=423 found=0 n=864661798170480639083625 elapsed=219s
progress: nodes=180,000,000 tested=423 found=0 n=934679564494775225962875 elapsed=220s
progress: nodes=190,000,000 tested=423 found=0 n=933051500199009644880375 elapsed=220s
progress: nodes=200,000,000 tested=423 found=0 n=986595651895010588861625 elapsed=220s
progress: nodes=210,000,000 tested=423 found=0 n=982000505059508166409125 elapsed=221s
progress: nodes=220,000,000 tested=423 found=0 n=983326688447577944432625 elapsed=221s
progress: nodes=230,000,000 tested=423 found=0 n=998505130927451150527875 elapsed=222s
progress: nodes=240,000,000 tested=423 found=0 n=945523175455552263613875 elapsed=222s
progress: nodes=250,000,000 tested=423 found=0 n=953629966971386270587125 elapsed=223s
progress: nodes=260,000,000 tested=423 found=0 n=960279388180570224190125 elapsed=223s
progress: nodes=270,000,000 tested=423 found=0 n=984116099799435200583375 elapsed=224s
progress: nodes=280,000,000 tested=423 found=0 n=962920571416588281787875 elapsed=224s
progress: nodes=290,000,000 tested=423 found=0 n=911544639774849358828875 elapsed=225s
progress: nodes=300,000,000 tested=423 found=0 n=943383341008404876922875 elapsed=225s
progress: nodes=310,000,000 tested=423 found=0 n=890469562030322525593875 elapsed=226s
progress: nodes=320,000,000 tested=423 found=0 n=997659300374402873907375 elapsed=226s
progress: nodes=330,000,000 tested=423 found=0 n=918554467012356137812875 elapsed=226s
progress: nodes=340,000,000 tested=423 found=0 n=995003374241845286209125 elapsed=227s
progress: nodes=350,000,000 tested=423 found=0 n=916982504538429175894125 elapsed=227s
progress: nodes=360,000,000 tested=423 found=0 n=996083780816648917414125 elapsed=228s
progress: nodes=370,000,000 tested=423 found=0 n=972349835188898763952875 elapsed=228s
progress: nodes=380,000,000 tested=423 found=0 n=994030849424984049271125 elapsed=229s
progress: nodes=390,000,000 tested=423 found=0 n=946787177247404145105375 elapsed=229s
progress: nodes=400,000,000 tested=423 found=0 n=982630908272324086176375 elapsed=230s
progress: nodes=410,000,000 tested=423 found=0 n=985670877867911613304875 elapsed=230s
progress: nodes=420,000,000 tested=423 found=0 n=993538224088063278168375 elapsed=231s
progress: nodes=430,000,000 tested=426 found=0 n=832620553899500958798375 elapsed=231s
progress: nodes=440,000,000 tested=426 found=0 n=756687944638035550632375 elapsed=231s
progress: nodes=450,000,000 tested=426 found=0 n=812090591204151221776125 elapsed=232s
progress: nodes=460,000,000 tested=426 found=0 n=723957191054016765490125 elapsed=232s
progress: nodes=470,000,000 tested=426 found=0 n=779607520558491059209125 elapsed=233s
progress: nodes=480,000,000 tested=426 found=0 n=972688073291445652932375 elapsed=233s
progress: nodes=490,000,000 tested=426 found=0 n=768066787149109083923625 elapsed=234s
progress: nodes=500,000,000 tested=426 found=0 n=742664606116722199018875 elapsed=234s
progress: nodes=510,000,000 tested=426 found=0 n=902057543950211147494125 elapsed=235s
progress: nodes=520,000,000 tested=426 found=0 n=971133274210863034454625 elapsed=235s
progress: nodes=530,000,000 tested=426 found=0 n=958834268382272525348625 elapsed=236s
progress: nodes=540,000,000 tested=426 found=0 n=912419710848063305418375 elapsed=236s
progress: nodes=550,000,000 tested=426 found=0 n=836082819860931433922625 elapsed=236s
progress: nodes=560,000,000 tested=426 found=0 n=998253479943598534855875 elapsed=237s
progress: nodes=570,000,000 tested=426 found=0 n=904350164454748317866625 elapsed=237s
progress: nodes=580,000,000 tested=426 found=0 n=815410998534671040220875 elapsed=238s
progress: nodes=590,000,000 tested=426 found=0 n=992445806986615168682625 elapsed=238s
progress: nodes=600,000,000 tested=426 found=0 n=940508118394819417506375 elapsed=239s
progress: nodes=610,000,000 tested=426 found=0 n=943369344204640919411625 elapsed=239s
progress: nodes=620,000,000 tested=426 found=0 n=991065351931215307680375 elapsed=240s
progress: nodes=630,000,000 tested=426 found=0 n=866978027612840357413875 elapsed=240s
progress: nodes=640,000,000 tested=426 found=0 n=822729473786287469858625 elapsed=241s
progress: nodes=650,000,000 tested=426 found=0 n=872350003817829706732875 elapsed=241s
progress: nodes=660,000,000 tested=426 found=0 n=812969621816322971973375 elapsed=241s
progress: nodes=670,000,000 tested=426 found=0 n=901305746621819615890125 elapsed=242s
progress: nodes=680,000,000 tested=426 found=0 n=914681348820503780182875 elapsed=242s
progress: nodes=690,000,000 tested=426 found=0 n=897762953584656039216375 elapsed=243s
progress: nodes=700,000,000 tested=426 found=0 n=855395134793218968872625 elapsed=243s
progress: nodes=710,000,000 tested=426 found=0 n=790951076884516803532875 elapsed=244s
progress: nodes=720,000,000 tested=426 found=0 n=967389320548176252523875 elapsed=244s
progress: nodes=730,000,000 tested=426 found=0 n=992871956157310759271625 elapsed=245s
progress: nodes=740,000,000 tested=426 found=0 n=850728702480663141705375 elapsed=245s
progress: nodes=750,000,000 tested=426 found=0 n=810783460111708631003625 elapsed=246s
progress: nodes=760,000,000 tested=426 found=0 n=868538500072270706674125 elapsed=246s
progress: nodes=770,000,000 tested=426 found=0 n=875982006239741470645875 elapsed=247s
progress: nodes=780,000,000 tested=426 found=0 n=885963724762486037074875 elapsed=247s
progress: nodes=790,000,000 tested=426 found=0 n=902166783961662956777625 elapsed=247s
progress: nodes=800,000,000 tested=426 found=0 n=973089627775119965579625 elapsed=248s
